coffee_id,Country_of_Origin,Farm_Name,Mill,Company,Altitude,Region,Producer,Number_of_Bags,Bag_Weight,In_Country_Partner,Harvest_Year,Owner,Variety,Status,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Overall,Defects,Total_Cup_Points,Moisture,Color,Category_One_Defects,Category_Two_Defects,Quakers,Certification_Body,parsed_expiration,parsed_grading_date
610,Laos,savan coffee bean,non,????,1300,"paksong,laos","Paksong,Laos",60,50,Blossom Valley International,2015,cqi taiwan icp cqi??????,Catimor,,Washed / Wet,7.67,7.67,7.42,7.42,7.42,7.5,10,10,10,7.58,0,82.67,0.13,Bluish-Green,0,0,0,Blossom Valley International,2017-06-02,2016-06-02
1230,Mexico,llano hermoso,"llano hermoso, xochitonalco huautla, oaxaca",asociación agricola local de productores de café de huautla de jimenez        ,1300,"xochitonalco, huautla        ",PABLO CERVANTES MORELOS        ,100,1,AMECAFE,2012,pablo cervantes morelos        ,Typica,,Natural / Dry,7.25,7.25,7,7.5,7.33,7.42,8,9.33,10,7.75,0,78.33,0.13,Green,31,47,0,AMECAFE,2013-09-11,2012-09-11
197,China,menglian county nayun town mangzhang coffee farm,menglian county nayun town mangzhang coffee farm,yunnan coffee exchange,1400,yunnan,Menglian County Nayun Town Mangzhang Coffee Farm,3,60,Yunnan Coffee Exchange,2015,yunnan coffee exchange,Catimor,,Natural / Dry,7.83,7.83,7.58,7.75,7.75,7.75,10,10,10,7.75,0,84.25,0.1,Green,0,1,0,Yunnan Coffee Exchange,2017-04-06,2016-04-06
448,China,chen lin,mojiang jinggong estate speciality development co.ltd mill,yunnan coffee exchange,1200,yunnan,Mojiang Jinggong Estate Speciality Development Co.Ltd,3,60,Yunnan Coffee Exchange,2015,yunnan coffee exchange,Catimor,,Washed / Wet,7.5,7.67,7.33,7.67,7.67,7.67,10,10,10,7.67,0,83.17,0.11,Green,0,0,0,Yunnan Coffee Exchange,2017-04-06,2016-04-06
712,China,yun lan coffee co. ltd,yun lan coffee co. ltd mill,yunnan coffee exchange,1580,xishuangbanna prefecture,Yun Lan Coffee Co. Ltd,3,60,Yunnan Coffee Exchange,2015,yunnan coffee exchange,Catimor,,Pulped natural / honey,7.5,7.58,7.42,7.5,7.42,7.42,10,10,10,7.5,0,82.33,0.12,Green,0,2,6,Yunnan Coffee Exchange,2017-04-05,2016-04-05
161,China,menglian ban’an coffee processing factory,menglian ban’an coffee processing factory,yunnan coffee exchange,1680,yunnan,Menglian Ban’an Coffee Processing Factory,3,60,Yunnan Coffee Exchange,2015,yunnan coffee exchange,Catimor,,Washed / Wet,7.75,7.92,7.67,7.83,7.75,7.67,10,10,10,7.92,0,84.5,0.1,Green,0,1,0,Yunnan Coffee Exchange,2017-04-06,2016-04-06
449,China,yunnan success trade co.ltd,yunnan success trade co.ltd mill,yunnan coffee exchange,1600,dehong prefecture,Yunnan Success Trade Co.Ltd,3,60,Yunnan Coffee Exchange,2015,yunnan coffee exchange,Catimor,,Washed / Wet,7.67,7.67,7.5,7.67,7.42,7.58,10,10,10,7.67,0,83.17,0.1,Green,0,3,0,Yunnan Coffee Exchange,2017-04-05,2016-04-05
591,China,man ganna estate,"puwen lvyou coffee co.,ltd",yunnan coffee exchange,1100,yunnan,"Puwen Lvyou Coffee Co.,Ltd",3,60,Yunnan Coffee Exchange,2015,yunnan coffee exchange,Catimor,,Natural / Dry,7.67,7.5,7.33,7.33,7.67,7.67,10,10,10,7.58,0,82.75,0.1,Green,0,0,0,Yunnan Coffee Exchange,2017-04-06,2016-04-06
681,China,menglian gao sanlin coffee factory,menglian gao sanlin coffee factory,yunnan coffee exchange,1600,yunnan,Menglian Gao Sanlin Coffee Factory,3,60,Yunnan Coffee Exchange,2015,yunnan coffee exchange,Catimor,,Washed / Wet,7.67,7.42,7.42,7.5,7.42,7.42,10,10,10,7.58,0,82.42,0.1,Green,0,0,0,Yunnan Coffee Exchange,2017-04-06,2016-04-06
592,China,pu'er lingdu yunlin coffee co.ltd,pu'er lingdu yunlin coffee co.ltd mill,yunnan coffee exchange,1500,menglian,Pu'er Lingdu Yunlin Coffee Co.LTD,3,60,Yunnan Coffee Exchange,2015,yunnan coffee exchange,Catimor,,Washed / Wet,7.5,7.67,7.42,7.67,7.5,7.5,10,10,10,7.5,0,82.75,0.11,Green,0,2,0,Yunnan Coffee Exchange,2017-04-05,2016-04-05
301,China,pu’er specialty coffee cupping center,pu’er specialty coffee cupping center,yunnan coffee exchange,1650,yunnan,Pu’er Specialty Coffee Cupping Center,3,60,Yunnan Coffee Exchange,2015,yunnan coffee exchange,Catimor,,Washed / Wet,7.83,7.75,7.67,7.5,7.58,7.67,10,10,10,7.75,0,83.75,0.1,Green,0,2,1,Yunnan Coffee Exchange,2017-04-06,2016-04-06
339,China,menglian mang pan professional cooperative,menglian mang pan professional cooperative,yunnan coffee exchange,1100,yunnan,Menglian Mang Pan Professional Cooperative,3,60,Yunnan Coffee Exchange,2015,yunnan coffee exchange,Catimor,,Washed / Wet,7.67,7.58,7.58,7.58,7.67,7.75,10,10,10,7.75,0,83.58,0.1,Green,0,4,1,Yunnan Coffee Exchange,2017-04-06,2016-04-06
76,China,pu'er city longke coffee co.ltd,pu'er city longke coffee co.ltd,yunnan coffee exchange,1700,yunnan,Pu'er City Longke Coffee Co.Ltd,3,60,Yunnan Coffee Exchange,2015,yunnan coffee exchange,Catimor,,Natural / Dry,8,8,8,7.83,7.83,7.75,10,10,10,7.92,0,85.33,0.1,Green,0,0,0,Yunnan Coffee Exchange,2017-04-06,2016-04-06
19,China,echo coffee,echo coffee mill,yunnan coffee exchange,1450,yunnan,Echo Coffee,3,60,Yunnan Coffee Exchange,2015,yunnan coffee exchange,Catimor,,Washed / Wet,8.42,8.25,8.08,8.17,7.92,8,10,10,10,8.42,0,87.25,0.1,Green,0,0,0,Yunnan Coffee Exchange,2017-04-07,2016-04-07
989,Nicaragua,cafetales santa matilde,beneficio san carlos,"comercial internacional exportadora, s.a.",NULL,jinotega,ROLANDO LACAYO,275,69,Asociación de Cafés Especiales de Nicaragua,2015,rolando lacayo,Other,,Washed / Wet,7.33,7.33,7.33,7.42,7.33,7.33,10,10,10,7,0,81.08,0.11,,0,1,0,Asociación de Cafés Especiales de Nicaragua,2016-03-27,2015-03-28
1170,Nicaragua,las nubes,NULL,cooperativa el gorrion r.l,1050,jinotega,Cooperativa de Servicio Múltiples el Gorrión R.L,275,69,Asociación de Cafés Especiales de Nicaragua,2015,cooperativa el gorrion r.l,Caturra,,Natural / Dry,6.92,6.92,7,7.42,7.25,7,10,10,10,7,0,79.5,0.12,Green,0,6,0,Asociación de Cafés Especiales de Nicaragua,2016-07-05,2015-07-06
1216,Nicaragua,NULL,NULL,exportadora atlantic s.a,NULL,NULL,NULL,275,2,Asociación de Cafés Especiales de Nicaragua,2014,"exportadora atlantic, s.a.",NULL,,Natural / Dry,6.83,7.08,6.92,6.75,7.25,7.08,10,10,10,6.67,0,78.58,0.11,Green,1,1,0,Asociación de Cafés Especiales de Nicaragua,2016-03-27,2015-03-28
1107,Nicaragua,los mesones,planta procesadora sebaco,exportadora atlantic s.a,1187.5,jinotega,Sheldom La rue,275,2,Asociación de Cafés Especiales de Nicaragua,2015,"exportadora atlantic, s.a.",Caturra,,Washed / Wet,7.17,7.08,7.08,7.33,7.25,7.08,10,10,10,7.17,0,80.17,0.11,,0,2,0,Asociación de Cafés Especiales de Nicaragua,2016-04-23,2015-04-24
1100,Nicaragua,finca el consuelo,"beneficio matagalpa coffee group, s.a.",zeas escobar y compañía limitada,900,matagalpa,GLORIA ANTONIETA ESCOBAR URRUTIA,275,69,Asociación de Cafés Especiales de Nicaragua,2015,gloria antonieta escobar urrutia,Caturra,,Washed / Wet,7.08,6.92,7,7.25,7.5,7.25,10,10,10,7.25,0,80.25,0.11,Green,0,2,0,Asociación de Cafés Especiales de Nicaragua,2016-02-20,2015-02-20
1142,Nicaragua,asociación aldea global jinotega,beneficio soppexcca,asociación aldea global jinotega,1250,jinotega,Asociación Aldea Global Jinotega,75,2,Asociación de Cafés Especiales de Nicaragua,2014,asociación aldea global jinotega,Caturra,,Washed / Wet,6.83,7.17,7.17,6.92,7.5,7.08,10,10,10,7.17,0,79.83,0.11,Green,0,0,0,Asociación de Cafés Especiales de Nicaragua,2016-03-29,2015-03-30
1041,Nicaragua,cafetales santa matilde,beneficio san carlos,"comercial internacional exportadora, s.a.",1100,jinotega,ROLANDO LACAYO,275,69,Asociación de Cafés Especiales de Nicaragua,2015,"comercial internacional exportadora, s.a.",Other,,Washed / Wet,7.25,7.25,7.17,7.25,7.33,7.25,10,10,10,7.25,0,80.75,0.12,Green,0,5,0,Asociación de Cafés Especiales de Nicaragua,2016-05-27,2015-05-28
965,Nicaragua,cafetales santa matilde,san carlos,"comercial internacional exportadora, s.a.",1100,jinotega,Rolando Lacayo,275,69,Asociación de Cafés Especiales de Nicaragua,2015,"comercial internacional exportadora, s.a.",Catuai,,Washed / Wet,7.08,7.5,7.33,7.17,7.42,7.25,10,10,10,7.5,0,81.25,0.1,Green,0,4,0,Asociación de Cafés Especiales de Nicaragua,2016-07-05,2015-07-06
#114041,Taiwan,?????,?????,Taiwu Coffee Cooperative,150,???,???,1,110,Taiwan Coffee Laboratory ???????,2021 / 2022,Taiwu,unknown,Completed,Pulped natural / honey,7.83,7.92,7.83,7.58,7.58,7.67,10,10,10,7.67,0,84.08,0.108,Greenish,0,2,0,Taiwan Coffee Laboratory ???????,2024-01-06,2023-01-06
#934594,Taiwan,?????????,?????????,Taiwu Coffee Cooperative,500,???,???,1,20,Taiwan Coffee Laboratory ???????,2021 / 2022,Taiwu,unknown,Completed,Washed / Wet,7.5,7.58,7.42,7.42,7.25,7.42,10,10,10,7.42,0,82,0.082,Green,0,1,0,Taiwan Coffee Laboratory ???????,2024-01-06,2023-01-06
#105052,Taiwan,????,????,Taiwu Coffee Cooperative,460,???,???,1,60,Taiwan Coffee Laboratory ???????,2021 / 2022,Taiwu,unknown,Completed,Pulped natural / honey,7.33,7.42,7.42,7.5,7.42,7.5,10,10,10,7.5,0,82.08,0.081,Greenish,0,3,0,Taiwan Coffee Laboratory ???????,2024-01-06,2023-01-06
#526397,Taiwan,??????,??????,Taiwu Coffee Cooperative,1150,???,???,1,320,Taiwan Coffee Laboratory ???????,2021 / 2022,Taiwu,unknown,Completed,Washed / Wet,7.75,7.75,7.58,7.67,7.42,7.5,10,10,10,7.58,0,83.25,0.096,Green,0,1,0,Taiwan Coffee Laboratory ???????,2024-01-06,2023-01-06
#211361,Taiwan,????,????,Taiwu Coffee Cooperative,165,???,???,1,4,Taiwan Coffee Laboratory ???????,2021 / 2022,Taiwu,unknown,Completed,Natural / Dry,7.67,7.67,7.42,7.42,7.42,7.5,10,10,10,7.5,0,82.58,0.098,Green,0,0,0,Taiwan Coffee Laboratory ???????,2024-01-06,2023-01-06
#547819,Taiwan,?????,?????,Taiwu Coffee Cooperative,139,???,???,1,200,Taiwan Coffee Laboratory ???????,2021 / 2022,Taiwu,unknown,Completed,Washed / Wet,7.42,7.42,7.58,7.42,7.58,7.5,10,10,10,7.58,0,82.5,0.084,Green,0,2,0,Taiwan Coffee Laboratory ???????,2024-01-06,2023-01-06
#663913,Taiwan,????,????,Taiwu Coffee Cooperative,300,???,???,1,6,Taiwan Coffee Laboratory ???????,2021 / 2022,Taiwu,Typica,Completed,Pulped natural / honey,7.25,7.42,7.42,7.5,7.42,7.42,10,10,10,7.42,0,81.83,0.113,Green,0,0,0,Taiwan Coffee Laboratory ???????,2024-01-06,2023-01-06
#348647,Taiwan,????,????,Taiwu Coffee Cooperative,600,???,???,1,3,Taiwan Coffee Laboratory ???????,2021 / 2022,Taiwu,unknown,Completed,Washed / Wet,7.5,7.67,7.33,7.5,7.25,7.33,10,10,10,7.5,0,82.08,0.097,Bluish-Green,0,0,0,Taiwan Coffee Laboratory ???????,2024-01-06,2023-01-06
#541397,Taiwan,????,????,Taiwu Coffee Cooperative,230,???,???,1,4,Taiwan Coffee Laboratory ???????,2021 / 2022,Taiwu,Yellow Bourbon,Completed,Natural / Dry,8,8,7.75,7.75,7.67,7.75,10,10,10,7.92,0,84.83,0.097,Brownish,0,0,0,Taiwan Coffee Laboratory ???????,2024-01-06,2023-01-06
#760524,Taiwan,?55????,?55????,Taiwu Coffee Cooperative,520,???,???,1,300,Taiwan Coffee Laboratory ???????,2021 / 2022,Taiwu,unknown,Completed,Pulped natural / honey,7.75,7.92,7.83,7.75,7.75,7.75,10,10,10,7.75,0,84.5,0.113,Bluish-Green,0,0,0,Taiwan Coffee Laboratory ???????,2024-01-06,2023-01-06
#531106,Taiwan,??,??,Taiwu Coffee Cooperative,300,???,???,1,100,Taiwan Coffee Laboratory ???????,2021 / 2022,Taiwu,Typica,Completed,Pulped natural / honey,7.42,7.5,7.33,7.33,7.33,7.33,10,10,10,7.33,0,81.58,0.09,Yellow-Green,0,0,0,Taiwan Coffee Laboratory ???????,2024-01-06,2023-01-06
#599652,Taiwan,???,???,Taiwu Coffee Cooperative,375,???,???,1,13,Taiwan Coffee Laboratory ???????,2021 / 2022,Taiwu,Typica,Completed,Washed / Wet,7.92,7.92,7.83,7.83,7.75,7.83,10,10,10,7.83,0,84.92,0.095,Green,0,2,0,Taiwan Coffee Laboratory ???????,2024-01-06,2023-01-06
#744798,Taiwan,????,????,Taiwu Coffee Cooperative,325,???,???,1,10,Taiwan Coffee Laboratory ???????,2021 / 2022,Taiwu,unknown,Completed,Natural / Dry,7.58,7.67,7.5,7.75,7.75,7.67,10,10,10,7.67,0,83.58,0.084,Green,0,0,0,Taiwan Coffee Laboratory ???????,2024-01-06,2023-01-06
#127584,Taiwan,????,????,Taiwu Coffee Cooperative,300,???,???,1,13,Taiwan Coffee Laboratory ???????,2021 / 2022,Taiwu,unknown,Completed,Pulped natural / honey,7.58,7.75,7.67,7.83,7.5,7.67,10,10,10,7.67,0,83.67,0.092,Greenish,0,0,0,Taiwan Coffee Laboratory ???????,2024-01-06,2023-01-06
#150681,Taiwan,"???	?????	?????","???	?????	?????",Taiwu Coffee Cooperative,275,???,???,1,10,Taiwan Coffee Laboratory ???????,2021 / 2022,Taiwu,Typica,Completed,Pulped natural / honey,7.58,7.75,7.58,7.75,7.58,7.67,10,10,10,7.67,0,83.58,0.091,Green,0,0,0,Taiwan Coffee Laboratory ???????,2024-01-06,2023-01-06
#748900,Taiwan,????,????,Taiwu Coffee Cooperative,340,???,???,1,100,Taiwan Coffee Laboratory ???????,2021 / 2022,Taiwu,unknown,Completed,Washed / Wet,7.67,7.67,7.5,7.58,7.58,7.5,10,10,10,7.67,0,83.17,0.118,Blue-Green,0,0,0,Taiwan Coffee Laboratory ???????,2024-01-06,2023-01-06
#142692,Taiwan,????,????,Taiwu Coffee Cooperative,140,???,???,1,5,Taiwan Coffee Laboratory ???????,2021 / 2022,Taiwu,unknown,Completed,Natural / Dry,7.67,7.58,7.42,7.5,7.33,7.42,10,10,10,7.42,0,82.33,0.108,Green,0,1,0,Taiwan Coffee Laboratory ???????,2024-01-06,2023-01-06
#764728,Taiwan,????,????,Taiwu Coffee Cooperative,250,???,???,1,16,Taiwan Coffee Laboratory ???????,2021 / 2022,Taiwu,Typica,Completed,Natural / Dry,7.75,7.75,7.5,7.75,7.5,7.42,10,10,10,7.5,0,83.17,0.097,Greenish,0,2,0,Taiwan Coffee Laboratory ???????,2024-01-06,2023-01-06
#240429,Taiwan,??8???,??8???,Taiwu Coffee Cooperative,250,???,???,1,16,Taiwan Coffee Laboratory ???????,2021 / 2022,Taiwu,Typica,Completed,Pulped natural / honey,7.83,7.83,7.75,7.75,7.75,7.75,10,10,10,7.92,0,84.58,0.096,Greenish,0,0,0,Taiwan Coffee Laboratory ???????,2024-01-06,2023-01-06
#918443,Taiwan,????,????,Taiwu Coffee Cooperative,250,???,???,1,8,Taiwan Coffee Laboratory ???????,2021 / 2022,Taiwu,Typica,Completed,Pulped natural / honey,7.58,7.67,7.5,7.75,7.5,7.58,10,10,10,7.75,0,83.33,0.097,Greenish,0,0,0,Taiwan Coffee Laboratory ???????,2024-01-06,2023-01-06
#128172,Taiwan,????,????,Taiwu Coffee Cooperative,300,???,???,1,80,Taiwan Coffee Laboratory ???????,2021 / 2022,Taiwu,Typica,Completed,Washed / Wet,7.58,7.67,7.58,7.75,7.42,7.58,10,10,10,7.75,0,83.33,0.096,Green,0,1,0,Taiwan Coffee Laboratory ???????,2024-01-06,2023-01-06
#553743,Taiwan,??29??,??29??,Taiwu Coffee Cooperative,435,???,???,1,8,Taiwan Coffee Laboratory ???????,2021 / 2022,Taiwu,unknown,Completed,Pulped natural / honey,7.33,7.5,7.42,7.33,7.33,7.25,10,10,10,7.33,0,81.5,0.085,Green,0,0,0,Taiwan Coffee Laboratory ???????,2024-01-06,2023-01-06
#725808,Taiwan,?????,?????,Taiwu Coffee Cooperative,800,???,????,1,50,Taiwan Coffee Laboratory ???????,2021 / 2022,Taiwu,Gesha,Completed,Washed / Wet,8,7.92,7.67,8,7.75,7.83,10,10,10,7.92,0,85.08,0.1,Pale Yellow,0,5,0,Taiwan Coffee Laboratory ???????,2024-01-06,2023-01-06
#895349,Taiwan,???,???,Taiwu Coffee Cooperative,465,???,???,1,32,Taiwan Coffee Laboratory ???????,2021 / 2022,Taiwu,Caturra,Completed,Washed / Wet,7.67,7.58,7.42,7.42,7.5,7.5,10,10,10,7.5,0,82.58,0.084,Blue-Green,0,2,0,Taiwan Coffee Laboratory ???????,2024-01-06,2023-01-06
#405157,Taiwan,?????,?????,Taiwu Coffee Cooperative,275,???,???,1,12,Taiwan Coffee Laboratory ???????,2021 / 2022,Taiwu,Typica,Completed,Pulped natural / honey,7.5,7.67,7.58,7.58,7.5,7.5,10,10,10,7.58,0,82.92,0.089,Blue-Green,0,0,0,Taiwan Coffee Laboratory ???????,2024-01-06,2023-01-06
#443473,Taiwan,?????? Goodfun Coffee Farm,??????,Taiwan Coffee Laboratory,1250,Yunlin,???,1,60,Taiwan Coffee Laboratory ???????,2021 / 2022,Goodfun,Gesha,Completed,Washed / Wet,8.08,8,8.08,8.08,8,8,10,10,10,8,0,86.25,0.119,Green,0,0,0,Taiwan Coffee Laboratory ???????,2023-11-15,2022-11-15
#439097,Taiwan,917?? (917 Farm),917?? (917 Farm),Taiwan Coffee Laboratory,400,???Yuli Township,??? Huang Yi-xuan,1,20,Taiwan Coffee Laboratory ???????,2021 / 2022,???,Typica,Completed,Natural / Dry,8.08,7.92,7.75,7.83,7.5,7.58,10,10,10,7.83,0,84.5,0.102,Green,0,0,0,Taiwan Coffee Laboratory ???????,2023-12-12,2022-12-12
#695532,Taiwan,???????,???????,Taiwan Coffee Laboratory,1250,Chiayi,???,1,80,Taiwan Coffee Laboratory ???????,2021 / 2022,Pu Han Wen,Gesha,Completed,Washed / Wet,8.08,7.83,7.67,7.67,7.67,7.75,10,10,10,7.92,0,84.58,0.112,Green,0,2,0,Taiwan Coffee Laboratory ???????,2023-11-15,2022-11-15
#693585,Colombia,La Gallera,La Gallera,Taiwan Coffee Laboratory,1800,Tolima,Oscar Javier Paez & Family,40,35,Taiwan Coffee Laboratory ???????,2022,PeiHsun Lin,Bourbon Sidra,Completed,Pulped natural / honey,7.67,7.92,7.67,7.58,7.67,7.67,10,10,10,7.58,0,83.75,0.106,greenish,0,1,0,Taiwan Coffee Laboratory ???????,2023-11-15,2022-11-15
#655504,Colombia,La Gaitania,La Gaitania,Taiwan Coffee Laboratory,1850,tolima,Josue Enciso Suarez,70,35,Taiwan Coffee Laboratory ???????,2021 / 2022,PeiHsun Lin,Caturra,Completed,Washed / Wet,8.08,8,8.08,7.92,8.08,8,10,10,10,8,0,86.17,0.106,Green,0,0,0,Taiwan Coffee Laboratory ???????,2023-11-15,2022-11-15
#125800,Myanmar,Aromatic,Aromatic,Taiwan Coffee Laboratory,1400,South Shan State,Lim,100,30,Taiwan Coffee Laboratory ???????,2022,PeiHsun Lin,"Catimor,Catuai,Caturra,Bourbon",Completed,Natural / Dry,7.83,7.83,7.67,7.58,7.58,7.58,10,10,10,7.58,0,83.67,0.102,Pale Yellow,0,1,1,Taiwan Coffee Laboratory ???????,2023-11-15,2022-11-15
#434200,Taiwan,????????,????????,Taiwan Coffee Laboratory,1100,Chiayi,???,1,40,Taiwan Coffee Laboratory ???????,2021 / 2022,Wu Jhao Yun,Typica + SL34,Completed,Washed / Wet,7.75,7.92,7.67,7.92,7.75,7.83,8.67,10,10,7.92,0,83.42,0.101,Blue-Green,0,0,0,Taiwan Coffee Laboratory ???????,2023-11-15,2022-11-15
#529473,Honduras,finca de la casa,De la casa,Taiwan Coffee Laboratory,1800,"San Andrés, Lempira",Irma Consuelo Bonilla Hernandez,16,30,Taiwan Coffee Laboratory ???????,2021 / 2022,"Kao,SIng-jay",Typica,Completed,Pulped natural / honey,7.75,7.75,7.75,7.67,7.75,7.67,10,10,10,7.67,0,84,0.094,Green,0,0,0,Taiwan Coffee Laboratory ???????,2023-11-15,2022-11-15
#709384,Guatemala,MULTIPLE SMALLHOLDER FARMS,MULTIPLE SMALLHOLDER FARMS,"HARU International Corp, ????",1400,Antigua,La Minita,540,30,Taiwan Coffee Laboratory ???????,2022,Anderson Wong,Caturra,Completed,Washed / Wet,7.33,7.42,7.33,7.42,7.58,7.42,10,10,10,7.42,0,81.92,0.103,Greenish,0,1,0,Taiwan Coffee Laboratory ???????,2023-11-03,2022-11-03
#940597,Taiwan,????(Dachu Coffee Estate),????(Dachu Coffee Estate),Taiwan Coffee Laboratory,700,"( Dongshan Dist., Tainan City)","????KUO,YA-TSUNG?",16,5,Taiwan Coffee Laboratory ???????,2022,"KUO, YA-TSUNG",Gesha,Completed,Pulped natural / honey,8.17,7.83,7.67,7.83,7.67,7.67,10,10,10,7.75,0,84.58,0.115,Green,0,0,0,Taiwan Coffee Laboratory ???????,2023-06-08,2022-06-08
#275886,Colombia,More than one,Trilladora CCA Buga,Mr.Brown Cafe,1574,Santander,More than one,275,70,Taiwan Coffee Laboratory ???????,2021,MR.BROWN CAFE,Santander,Completed,Washed / Wet,7.33,7.5,7.33,7.42,7.42,7.42,10,10,10,7.33,0,81.75,0.112,Yellow-Green,0,0,0,Taiwan Coffee Laboratory ???????,2023-12-30,2022-12-30
#448890,Brazil,Fazenda Olhos Dagua,Owned by producer,Mr.Brown Cafe,950,Sul de Minas,Paulo Enidio Crabi,325,59,Taiwan Coffee Laboratory ???????,2021,MR.BROWN CAFE,Catucai,Completed,Natural / Dry,7.42,7.5,7.58,7.33,7.33,7.25,10,10,10,7.33,0,81.75,0.111,Yellow-Green,0,0,0,Taiwan Coffee Laboratory ???????,2023-12-30,2022-12-30
#451085,Nicaragua,Finca Aurora,Beneficio Seco Finca Aurora,Mr.Brown Cafe,1275,"Matagalpa, Nicaragua",Sabio Coffee - Enrique Ferrufino & Tania Ferrufino,275,69,Taiwan Coffee Laboratory ???????,2021 / 2022,MR.BROWN CAFE,Caturra-Catuai,Completed,Washed / Wet,7.58,7.58,7.42,7.42,7.5,7.5,10,10,10,7.42,0,82.42,0.114,Bluish-Green,0,0,0,Taiwan Coffee Laboratory ???????,2023-12-30,2022-12-30
#917199,Guatemala,MI CAFECITO & LA PROVIDENCIA,MI CAFECITO + AGUA SANTA LA PROVIDENCIA + AGUA SANTA,Mr.Brown Cafe,1302.5,NEW ORIENTE & HUEHUETENANGO,500 PRODUCERS,320,60,Taiwan Coffee Laboratory ???????,2021,MR.BROWN CAFE,"MARSELLESA, CATUAI, CATURRA & MARSELLESA, ANACAFE 14, CATUAI",Completed,Washed / Wet,7.5,7.75,7.58,7.75,7.67,7.58,10,10,10,7.5,0,83.33,0.114,Green,0,0,0,Taiwan Coffee Laboratory ???????,2023-12-30,2022-12-30
#876726,Mexico,Las Trincheras,Las Trincheras,Taiwan Coffee Laboratory,1340,Veracruz,Jose Cienfuegos,10,15,Taiwan Coffee Laboratory ???????,2021,Full Sweet Coffee,Pacamara,Completed,Washed / Wet,7.67,7.42,7.5,7.5,7.67,7.42,10,10,10,7.33,0,82.5,0.107,pale yellow,0,0,0,Taiwan Coffee Laboratory ???????,2023-11-15,2022-11-15
#126358,Guatemala,Karen Acajabon Coffee Farm,Cafetoland,Taiwan Coffee Laboratory,2000,Acatenango,Karen Acajabon,5,15,Taiwan Coffee Laboratory ???????,2021,Full Sweet Coffee,Gesha,Completed,Natural / Dry,8.08,8,8,7.75,8.25,8.17,10,10,10,8,0,86.25,0.115,brownish,0,1,0,Taiwan Coffee Laboratory ???????,2023-11-15,2022-11-15
#625390,Thailand,Doi Lan,Miramar Coffee,Taiwan Coffee Laboratory,1400,Chiang Rai,Prakol Saelee,5,15,Taiwan Coffee Laboratory ???????,2021,Full Sweet Coffee,Typica Bourbon Caturra Catimor,Completed,Natural / Dry,7.42,7.25,7.33,7.42,7.33,7.33,10,10,10,7.25,0,81.33,0.105,Yellowish,0,5,0,Taiwan Coffee Laboratory ???????,2023-11-15,2022-11-15
#874548,Taiwan,??????,???????,??????????,1200,????,???,1,2,Taiwan Coffee Laboratory ???????,2021 / 2022,Ethan Lee ???,Yellow Bourbon,Completed,Pulped natural / honey,7.92,8.08,7.67,7.92,7.67,7.75,10,10,10,7.75,0,84.75,0.1,Blue-Green,0,0,0,Taiwan Coffee Laboratory ???????,2023-12-30,2022-12-30
#994657,Taiwan,????,???????,??????????,1000,????,???,1,2,Taiwan Coffee Laboratory ???????,2021 / 2022,Ethan Lee ???,Typica,Completed,Washed / Wet,8,8.08,7.67,7.75,7.92,7.83,10,10,10,7.83,0,85.08,0.105,greenish,0,0,0,Taiwan Coffee Laboratory ???????,2023-12-30,2022-12-30
#948279,Taiwan,???????Uncle Chung.s Coffee Farm,???????Uncle Chung.s Coffee Farm,Taiwan Coffee Laboratory,850,???Zhuoxi Township,??? YU TING YU,1,20,Taiwan Coffee Laboratory ???????,2022,Yu Ting Yu ???,Typica,Completed,Natural / Dry,8.08,8,7.92,7.92,8,7.83,10,10,10,7.92,0,85.67,0.104,Green,0,0,0,Taiwan Coffee Laboratory ???????,2023-12-12,2022-12-12
#736196,Taiwan,???????,???????,Taiwan Coffee Laboratory,1200,Chiayi,???,1,100,Taiwan Coffee Laboratory ???????,2021 / 2022,Hsu Ting Yey???,Gesha,Completed,Washed / Wet,8,7.92,7.83,7.92,7.83,7.83,10,10,10,7.92,0,85.25,0.095,Bluish-Green,0,0,0,Taiwan Coffee Laboratory ???????,2023-11-15,2022-11-15
#888419,Taiwan,??????,??????,Taiwan Coffee Laboratory,1200,Yunlin,???,1,90,Taiwan Coffee Laboratory ???????,2021 / 2022,"Jhih Hao,GUO ???",Gesha,Completed,Natural / Dry,8.17,8.08,7.92,8,7.58,7.83,10,10,10,7.92,0,85.5,0.106,Green,0,0,0,Taiwan Coffee Laboratory ???????,2023-11-15,2022-11-15
#389965,Taiwan,??????Siang-Ting Organic Farm,??????Siang-Ting Organic Farm,Taiwan Coffee Laboratory,200,???Shoufeng Township,???Zhang Jin-Yi,3,48,Taiwan Coffee Laboratory ???????,2022,Zhang Jin Yi ???,Typica,Completed,Washed / Wet,8,8,7.83,7.83,7.75,7.92,10,10,10,8.08,0,85.42,0.114,Bluish-Green,0,0,0,Taiwan Coffee Laboratory ???????,2023-12-12,2022-12-12
